user_id,total_spend_virtual,total_no_purchases_virtual,first_gold_spend_date_virtual,last_gold_spend_date_virtual,number_of_purchase_days_virtual,preferred_product_virtual,average_spend_per_purchase_virtual
291670,128,1,2024-03-13,2024-03-13,1,Boost,128.0
291672,55,1,2024-04-04,2024-04-04,1,Weapon,55.0
291675,66,3,2024-03-26,2024-03-28,3,Weapon,22.0
291676,57,4,2024-04-14,2024-04-29,4,Weapon,14.25
291678,100,1,2024-03-18,2024-03-18,1,Boost,100.0
291679,10,1,2024-04-11,2024-04-11,1,Weapon,10.0
291681,23,2,2024-04-06,2024-04-19,2,Weapon,11.5
291685,48,1,2024-04-14,2024-04-14,1,Weapon,48.0
291692,45,2,2024-03-16,2024-03-17,2,Weapon,22.5
291693,4,1,2024-04-20,2024-04-20,1,Boost,4.0
291695,26,1,2024-03-05,2024-03-05,1,Weapon,26.0
291697,100,1,2024-03-23,2024-03-23,1,Boost,100.0
291698,71,6,2024-03-09,2024-03-17,6,Weapon,11.83
291699,36,2,2024-03-20,2024-03-25,2,Weapon,18.0
291702,158,5,2024-03-11,2024-04-02,5,Weapon,31.6
291703,25,2,2024-04-13,2024-04-17,2,Weapon,12.5
291705,47,4,2024-03-13,2024-03-16,4,Weapon,11.75
291707,26,1,2024-05-01,2024-05-01,1,Weapon,26.0
291709,27,2,2024-04-08,2024-04-09,2,Weapon,13.5
291710,40,2,2024-03-15,2024-03-20,2,Weapon,20.0
291711,81,6,2024-03-20,2024-04-23,6,Weapon,13.5
291713,49,1,2024-04-06,2024-04-06,1,Weapon,49.0
291714,61,4,2024-03-06,2024-03-11,4,Weapon,15.25
291719,122,3,2024-04-10,2024-04-16,3,Weapon,40.67
291720,146,3,2024-03-21,2024-03-28,3,Weapon,48.67
291721,107,6,2024-04-15,2024-04-26,6,Weapon,17.83
291724,5,1,2024-04-19,2024-04-19,1,Weapon,5.0
291725,236,7,2024-04-02,2024-04-25,7,Weapon,33.71
291728,51,2,2024-04-11,2024-05-01,2,Boost,25.5
291729,49,2,2024-04-20,2024-04-23,2,Weapon,24.5
291730,15,1,2024-03-15,2024-03-15,1,Weapon,15.0
291731,159,6,2024-03-19,2024-04-05,6,Weapon,26.5
291732,103,3,2024-04-21,2024-05-01,3,Weapon,34.33
291734,1000,2,2024-03-10,2024-03-19,2,Weapon,500.0
291736,43,3,2024-03-10,2024-03-22,3,Weapon,14.33
291737,100,1,2024-04-24,2024-04-24,1,Boost,100.0
291738,74,4,2024-03-30,2024-04-14,4,Weapon,18.5
291740,109,2,2024-04-11,2024-04-20,2,Weapon,54.5
291745,5,1,2024-03-16,2024-03-16,1,Weapon,5.0
291746,33,1,2024-03-09,2024-03-09,1,Weapon,33.0
291751,273,9,2024-03-22,2024-04-30,8,Weapon,30.33
291752,72,3,2024-03-25,2024-04-04,3,Weapon,24.0
291753,32,3,2024-04-16,2024-04-18,3,Weapon,10.67
291754,47,4,2024-04-07,2024-04-14,4,Weapon,11.75
291757,192,5,2024-04-07,2024-04-21,5,Weapon,38.4
291758,45,2,2024-04-04,2024-04-05,2,Weapon,22.5
291759,65,3,2024-04-18,2024-04-24,3,Weapon,21.67
291760,14,2,2024-04-11,2024-04-23,2,Boost,7.0
291761,126,2,2024-03-30,2024-04-12,2,Weapon,63.0
291765,66,2,2024-03-25,2024-03-27,2,Weapon,33.0
291766,86,5,2024-03-12,2024-04-02,5,Weapon,17.2
291767,65,2,2024-04-11,2024-04-12,2,Weapon,32.5
291768,30,1,2024-03-08,2024-03-08,1,Weapon,30.0
291772,252,13,2024-04-09,2024-04-27,13,Weapon,19.38
291775,41,4,2024-04-11,2024-04-16,4,Weapon,10.25
291776,5,1,2024-04-17,2024-04-17,1,Weapon,5.0
291777,38,1,2024-04-11,2024-04-11,1,Weapon,38.0
291779,45,1,2024-04-14,2024-04-14,1,Weapon,45.0
291780,563,4,2024-03-10,2024-04-28,4,Weapon,140.75
291781,70,2,2024-04-15,2024-04-16,2,Weapon,35.0
291783,53,5,2024-03-02,2024-03-12,5,Weapon,10.6
291786,116,3,2024-04-14,2024-04-16,3,Weapon,38.67
291788,132,3,2024-03-12,2024-04-02,3,Weapon,44.0
291790,66,3,2024-03-20,2024-03-26,3,Weapon,22.0
291791,83,3,2024-03-23,2024-04-07,3,Weapon,27.67
291792,1125,2,2024-04-07,2024-04-08,2,Gear,562.5
291795,128,5,2024-03-27,2024-04-04,5,Weapon,25.6
291796,66,3,2024-03-12,2024-03-18,3,Weapon,22.0
291797,661,2,2024-04-18,2024-04-28,2,Boost,330.5
291798,82,8,2024-04-07,2024-04-27,8,Weapon,10.25
291803,100,1,2024-03-18,2024-03-18,1,Boost,100.0
291805,100,1,2024-03-11,2024-03-11,1,Boost,100.0
291806,89,5,2024-03-05,2024-03-12,5,Weapon,17.8
291807,76,3,2024-04-06,2024-04-10,3,Weapon,25.33
291808,300,3,2024-03-07,2024-03-11,3,Boost,100.0
291809,15,1,2024-03-05,2024-03-05,1,Weapon,15.0
291814,15,1,2024-04-08,2024-04-08,1,Weapon,15.0
291815,1,1,2024-03-14,2024-03-14,1,Weapon,1.0
291816,17,2,2024-03-26,2024-04-03,2,Boost,8.5
291819,58,1,2024-03-01,2024-03-01,1,Weapon,58.0
291821,15,1,2024-03-11,2024-03-11,1,Weapon,15.0
291823,132,5,2024-04-06,2024-04-13,5,Weapon,26.4
291825,34,2,2024-03-28,2024-03-29,2,Weapon,17.0
291826,687,11,2024-03-15,2024-04-24,11,Weapon,62.45
291829,5,1,2024-04-21,2024-04-21,1,Weapon,5.0
291830,1,1,2024-04-18,2024-04-18,1,Weapon,1.0
291832,40,1,2024-04-21,2024-04-21,1,Weapon,40.0
291833,166,6,2024-03-01,2024-03-12,6,Weapon,27.67
291834,40,2,2024-03-29,2024-03-31,2,Weapon,20.0
291836,30,3,2024-04-15,2024-04-17,3,Weapon,10.0
291838,2,1,2024-03-19,2024-03-19,1,Weapon,2.0
291840,2,1,2024-04-11,2024-04-11,1,Weapon,2.0
291842,13,2,2024-04-22,2024-05-01,2,Weapon,6.5
291843,44,1,2024-03-15,2024-03-15,1,Weapon,44.0
291844,198,2,2024-03-30,2024-03-31,2,Boost,99.0
291845,22,3,2024-03-30,2024-04-03,3,Weapon,7.33
291846,100,1,2024-04-27,2024-04-27,1,Boost,100.0
291847,5,1,2024-04-02,2024-04-02,1,Weapon,5.0
291848,70,2,2024-04-10,2024-04-11,2,Weapon,35.0
291849,39,2,2024-03-30,2024-04-01,2,Weapon,19.5
291850,64,2,2024-04-02,2024-04-03,2,Weapon,32.0
291851,155,6,2024-03-01,2024-03-10,6,Weapon,25.83
291852,101,4,2024-04-22,2024-04-28,4,Weapon,25.25
291857,101,5,2024-03-25,2024-03-29,5,Weapon,20.2
291858,4335,4,2024-03-01,2024-03-02,2,Weapon,1083.75
291859,41,3,2024-04-14,2024-04-18,3,Weapon,13.67
291860,81,3,2024-03-19,2024-03-29,3,Weapon,27.0
291861,399,3,2024-03-30,2024-04-11,3,Boost,133.0
291862,32,2,2024-03-03,2024-03-06,2,Weapon,16.0
291864,60,5,2024-03-05,2024-03-15,5,Weapon,12.0
291866,50,2,2024-03-29,2024-03-30,2,Weapon,25.0
291868,249,1,2024-03-27,2024-03-27,1,Boost,249.0
291871,68,5,2024-04-13,2024-04-26,5,Weapon,13.6
291874,183,2,2024-03-22,2024-03-30,2,Weapon,91.5
291875,25,1,2024-03-01,2024-03-01,1,Weapon,25.0
291876,49,1,2024-03-29,2024-03-29,1,Boost,49.0
291878,36,2,2024-04-21,2024-04-22,2,Weapon,18.0
291879,109,3,2024-03-31,2024-04-08,3,Weapon,36.33
291880,78,3,2024-04-06,2024-04-10,3,Weapon,26.0
291881,53,3,2024-03-09,2024-03-30,3,Weapon,17.67
291883,99,4,2024-03-28,2024-04-08,4,Weapon,24.75
291886,98,1,2024-04-05,2024-04-05,1,Boost,98.0
291887,42,1,2024-03-10,2024-03-10,1,Weapon,42.0
291889,34,3,2024-03-02,2024-03-14,3,Weapon,11.33
291890,4174,6,2024-03-10,2024-04-26,6,Gear,695.67
291891,28,2,2024-03-12,2024-03-20,2,Weapon,14.0
291892,33,3,2024-04-02,2024-04-29,3,Weapon,11.0
291894,37,2,2024-03-11,2024-03-16,2,Weapon,18.5
291896,34,3,2024-03-27,2024-04-07,3,Weapon,11.33
291897,28,1,2024-04-23,2024-04-23,1,Weapon,28.0
291900,56,3,2024-03-24,2024-03-28,3,Weapon,18.67
291902,15,1,2024-03-17,2024-03-17,1,Weapon,15.0
291903,123,3,2024-03-04,2024-03-22,3,Boost,41.0
291905,61,3,2024-04-21,2024-04-23,3,Weapon,20.33
291906,11,1,2024-04-20,2024-04-20,1,Weapon,11.0
291908,140,4,2024-04-16,2024-04-27,4,Weapon,35.0
291909,94,5,2024-03-01,2024-04-30,4,Weapon,18.8
291911,5,1,2024-04-11,2024-04-11,1,Weapon,5.0
291913,71,3,2024-04-20,2024-04-22,3,Weapon,23.67
291914,13,1,2024-03-07,2024-03-07,1,Weapon,13.0
291915,1370,2,2024-04-22,2024-04-24,2,Gear,685.0
291916,99,1,2024-04-07,2024-04-07,1,Boost,99.0
291918,40,2,2024-04-18,2024-04-21,2,Weapon,20.0
291920,155,5,2024-03-15,2024-03-29,5,Weapon,31.0
291921,111,3,2024-04-12,2024-04-14,3,Weapon,37.0
291924,76,4,2024-03-22,2024-03-25,4,Weapon,19.0
291928,21,1,2024-03-22,2024-03-22,1,Weapon,21.0
291930,50,2,2024-03-21,2024-03-22,2,Weapon,25.0
291931,54,2,2024-04-20,2024-04-23,2,Boost,27.0
291932,5,1,2024-04-15,2024-04-15,1,Weapon,5.0
291933,34,1,2024-03-12,2024-03-12,1,Weapon,34.0
291934,381,10,2024-03-09,2024-04-28,10,Weapon,38.1
291935,547,19,2024-03-19,2024-04-29,19,Weapon,28.79
291938,223,6,2024-03-05,2024-03-15,6,Weapon,37.17
291939,50,2,2024-04-17,2024-04-18,2,Weapon,25.0
291940,12,2,2024-03-05,2024-03-06,2,Weapon,6.0
291942,101,2,2024-03-29,2024-03-30,2,Boost,50.5
291943,185,10,2024-03-01,2024-04-01,10,Weapon,18.5
291946,55,2,2024-03-16,2024-03-17,2,Weapon,27.5
291950,58,3,2024-03-30,2024-04-03,3,Weapon,19.33
291952,76,3,2024-04-16,2024-04-18,3,Weapon,25.33
291953,4792,11,2024-03-03,2024-03-18,9,Weapon,435.64
291954,30,2,2024-04-06,2024-04-08,2,Weapon,15.0
291959,139,2,2024-03-23,2024-04-09,2,Weapon,69.5
291960,28,2,2024-03-11,2024-03-18,2,Weapon,14.0
291961,295,8,2024-04-03,2024-04-30,8,Weapon,36.88
291964,2,1,2024-04-15,2024-04-15,1,Weapon,2.0
291966,49,2,2024-04-22,2024-04-24,2,Weapon,24.5
291967,15,1,2024-03-05,2024-03-05,1,Weapon,15.0
291969,80,5,2024-03-28,2024-04-21,5,Weapon,16.0
291970,22,1,2024-04-14,2024-04-14,1,Weapon,22.0
291971,60,3,2024-03-03,2024-03-12,3,Weapon,20.0
291972,965,3,2024-03-03,2024-03-12,3,Weapon,321.67
291973,174,6,2024-03-03,2024-03-16,6,Weapon,29.0
291975,3912,33,2024-03-15,2024-04-29,29,Weapon,118.55
291977,64,4,2024-03-28,2024-04-10,4,Weapon,16.0
291979,10,1,2024-03-31,2024-03-31,1,Weapon,10.0
291980,92,2,2024-03-04,2024-03-07,2,Weapon,46.0
291981,197,2,2024-04-05,2024-04-20,2,Boost,98.5
291982,174,6,2024-04-14,2024-04-25,6,Weapon,29.0
291983,71,3,2024-04-08,2024-04-10,3,Weapon,23.67
291984,5,1,2024-03-17,2024-03-17,1,Boost,5.0
291985,62,3,2024-03-13,2024-03-15,3,Weapon,20.67
291986,49,3,2024-04-12,2024-04-16,3,Weapon,16.33
291989,66,4,2024-03-01,2024-03-25,4,Weapon,16.5
291993,85,2,2024-04-13,2024-04-14,2,Weapon,42.5
291996,131,5,2024-03-02,2024-03-06,5,Weapon,26.2
291998,223,4,2024-03-03,2024-04-07,4,Weapon,55.75
292000,56,2,2024-04-17,2024-04-18,2,Weapon,28.0
292005,251,12,2024-03-23,2024-04-29,12,Weapon,20.92
292006,54,4,2024-03-13,2024-03-23,4,Weapon,13.5
292007,8,1,2024-04-05,2024-04-05,1,Weapon,8.0
292008,25,3,2024-04-02,2024-04-05,3,Weapon,8.33
292010,764,21,2024-03-18,2024-04-17,21,Weapon,36.38
292011,49,1,2024-04-05,2024-04-05,1,Weapon,49.0
292012,56,3,2024-04-09,2024-04-15,3,Weapon,18.67
292014,96,5,2024-03-28,2024-04-07,5,Weapon,19.2
292016,103,5,2024-04-05,2024-04-12,5,Weapon,20.6
292017,315,11,2024-03-27,2024-05-01,11,Weapon,28.64
292018,115,3,2024-04-19,2024-04-29,3,Weapon,38.33
292019,1,1,2024-04-16,2024-04-16,1,Weapon,1.0
292023,145,3,2024-04-17,2024-04-26,3,Weapon,48.33
292024,76,5,2024-03-08,2024-03-14,4,Weapon,15.2
292025,117,3,2024-03-18,2024-03-26,3,Weapon,39.0
292027,99,1,2024-04-26,2024-04-26,1,Boost,99.0
292028,48,3,2024-03-24,2024-04-23,3,Weapon,16.0
292030,42,3,2024-04-04,2024-04-06,3,Weapon,14.0
292031,329,6,2024-03-03,2024-04-24,5,Boost,54.83
292032,28,2,2024-03-30,2024-04-06,2,Weapon,14.0
292034,156,5,2024-03-02,2024-04-25,5,Weapon,31.2
292035,108,5,2024-04-01,2024-04-30,5,Weapon,21.6
292036,53,4,2024-03-13,2024-03-19,4,Weapon,13.25
292039,9693,4,2024-04-20,2024-04-21,2,Boost,2423.25
292040,53,2,2024-03-10,2024-04-17,2,Weapon,26.5
292041,4350,5,2024-03-12,2024-03-31,5,Weapon,870.0
292044,49,3,2024-04-01,2024-04-14,3,Weapon,16.33
292046,9,1,2024-03-17,2024-03-17,1,Weapon,9.0
292047,99,1,2024-03-09,2024-03-09,1,Boost,99.0
292048,69,4,2024-04-21,2024-04-29,3,Weapon,17.25
292053,53,2,2024-04-09,2024-04-12,2,Weapon,26.5
292054,34,2,2024-04-09,2024-04-12,2,Weapon,17.0
292055,4,1,2024-03-31,2024-03-31,1,Weapon,4.0
292056,11,2,2024-03-05,2024-03-06,2,Weapon,5.5
292057,2,1,2024-04-20,2024-04-20,1,Boost,2.0
292058,10,1,2024-04-12,2024-04-12,1,Weapon,10.0
292059,23,3,2024-04-01,2024-04-15,3,Weapon,7.67
292060,91,5,2024-03-31,2024-04-08,5,Weapon,18.2
292061,138,6,2024-03-07,2024-04-10,6,Weapon,23.0
292063,126,4,2024-03-01,2024-03-19,4,Weapon,31.5
292064,43,3,2024-03-30,2024-04-02,3,Weapon,14.33
292065,99,1,2024-04-12,2024-04-12,1,Boost,99.0
292066,10,2,2024-04-01,2024-04-03,2,Boost,5.0
292067,47,1,2024-04-19,2024-04-19,1,Weapon,47.0
292074,35,2,2024-03-25,2024-03-27,2,Weapon,17.5
292076,39,4,2024-03-03,2024-03-09,4,Weapon,9.75
292078,114,4,2024-04-13,2024-04-20,4,Weapon,28.5
292080,100,1,2024-04-06,2024-04-06,1,Boost,100.0
292081,66,3,2024-03-06,2024-03-12,3,Weapon,22.0
292084,70,2,2024-04-18,2024-04-18,1,Boost,35.0
292085,10,1,2024-03-03,2024-03-03,1,Weapon,10.0
292086,70,4,2024-03-08,2024-03-31,4,Weapon,17.5
292089,15,1,2024-03-29,2024-03-29,1,Weapon,15.0
292092,6771,5,2024-03-05,2024-03-08,4,Gear,1354.2
292097,109,4,2024-03-07,2024-03-13,3,Weapon,27.25
292099,469,3,2024-03-12,2024-04-12,3,Weapon,156.33
292101,54,2,2024-03-24,2024-03-25,2,Weapon,27.0
292102,5,1,2024-03-17,2024-03-17,1,Weapon,5.0
292103,39,4,2024-03-23,2024-03-26,4,Weapon,9.75
292105,1,1,2024-04-01,2024-04-01,1,Weapon,1.0
292107,55,1,2024-04-06,2024-04-06,1,Weapon,55.0
292109,67,3,2024-03-28,2024-04-03,3,Weapon,22.33
292110,23,2,2024-04-03,2024-05-01,2,Weapon,11.5
292113,115,2,2024-04-08,2024-04-21,2,Boost,57.5
292114,30,1,2024-03-26,2024-03-26,1,Weapon,30.0
292116,731,10,2024-04-07,2024-05-01,10,Boost,73.1
292118,12,2,2024-04-19,2024-04-22,2,Boost,6.0
292120,5,1,2024-03-24,2024-03-24,1,Weapon,5.0
292121,31,4,2024-03-28,2024-04-07,4,Weapon,7.75
292122,99,4,2024-04-01,2024-04-07,4,Weapon,24.75
292123,80,2,2024-03-03,2024-03-04,2,Weapon,40.0
292124,5,1,2024-03-04,2024-03-04,1,Weapon,5.0
292127,27,2,2024-04-04,2024-04-06,2,Weapon,13.5
292130,25,1,2024-04-10,2024-04-10,1,Weapon,25.0
292131,67,2,2024-04-01,2024-04-02,2,Weapon,33.5
292132,15,1,2024-03-23,2024-03-23,1,Weapon,15.0
292133,64,2,2024-03-02,2024-04-19,2,Boost,32.0
292134,56,3,2024-03-07,2024-03-14,3,Weapon,18.67
292135,123,2,2024-03-01,2024-03-16,2,Weapon,61.5
292136,62,2,2024-04-16,2024-04-18,2,Weapon,31.0
292139,20,1,2024-04-15,2024-04-15,1,Weapon,20.0
292141,5,1,2024-03-06,2024-03-06,1,Weapon,5.0
292142,40,4,2024-04-08,2024-04-30,4,Weapon,10.0
292144,20,3,2024-03-01,2024-03-15,3,Weapon,6.67
292145,34,2,2024-03-06,2024-04-09,2,Boost,17.0
292146,196,8,2024-03-13,2024-04-28,8,Weapon,24.5
292148,66,4,2024-03-30,2024-04-04,4,Weapon,16.5
292149,120,4,2024-03-17,2024-03-30,4,Weapon,30.0
292152,132,4,2024-03-11,2024-03-15,4,Weapon,33.0
292153,73,2,2024-03-06,2024-03-11,2,Weapon,36.5
292155,79,3,2024-04-01,2024-04-05,3,Weapon,26.33
292156,399,4,2024-03-03,2024-03-23,4,Boost,99.75
292158,53,3,2024-04-02,2024-04-04,3,Weapon,17.67
292160,5,1,2024-04-01,2024-04-01,1,Weapon,5.0
292161,15,1,2024-03-03,2024-03-03,1,Weapon,15.0
292162,17,2,2024-04-05,2024-04-10,2,Weapon,8.5
292165,58,1,2024-04-12,2024-04-12,1,Weapon,58.0
292166,200,1,2024-04-04,2024-04-04,1,Boost,200.0
292167,58,5,2024-04-04,2024-04-19,5,Weapon,11.6
292168,4,1,2024-03-11,2024-03-11,1,Boost,4.0
292169,33,3,2024-04-12,2024-04-16,3,Weapon,11.0
292171,5,1,2024-04-10,2024-04-10,1,Weapon,5.0
292172,100,1,2024-04-21,2024-04-21,1,Boost,100.0
292174,266,12,2024-03-16,2024-04-12,12,Weapon,22.17
292175,49,1,2024-03-06,2024-03-06,1,Weapon,49.0
292177,99,4,2024-03-22,2024-03-30,4,Weapon,24.75
292180,91,4,2024-04-11,2024-04-28,4,Weapon,22.75
292181,21,2,2024-03-01,2024-03-02,2,Weapon,10.5
292182,6,1,2024-04-19,2024-04-19,1,Weapon,6.0
292183,120,4,2024-03-30,2024-04-18,4,Weapon,30.0
292186,510,11,2024-03-13,2024-04-26,11,Weapon,46.36
292188,570,5,2024-03-30,2024-04-13,3,Weapon,114.0
292189,142,7,2024-03-05,2024-04-30,7,Weapon,20.29
292191,186,5,2024-04-17,2024-04-22,5,Weapon,37.2
292193,17,2,2024-03-01,2024-03-03,2,Weapon,8.5
292194,39,2,2024-04-04,2024-04-06,2,Weapon,19.5
292195,76,3,2024-03-19,2024-03-20,2,Weapon,25.33
292197,12,2,2024-04-13,2024-04-16,2,Weapon,6.0
292198,15,1,2024-03-13,2024-03-13,1,Weapon,15.0
292200,40,2,2024-03-07,2024-03-10,2,Weapon,20.0
292201,61,1,2024-03-27,2024-03-27,1,Weapon,61.0
292204,40,2,2024-04-12,2024-04-15,2,Weapon,20.0
292209,22,2,2024-04-15,2024-04-16,2,Weapon,11.0
292210,81,2,2024-04-01,2024-04-07,2,Weapon,40.5
292211,46,2,2024-03-02,2024-03-03,2,Weapon,23.0
292212,68,3,2024-03-01,2024-03-13,3,Weapon,22.67
292213,74,4,2024-04-02,2024-04-11,4,Weapon,18.5
292216,3,1,2024-03-04,2024-03-04,1,Weapon,3.0
292217,80,5,2024-04-09,2024-04-28,4,Weapon,16.0
292218,45,1,2024-03-01,2024-03-01,1,Weapon,45.0
292219,67,3,2024-03-22,2024-03-24,3,Weapon,22.33
292220,2246,12,2024-03-03,2024-04-23,9,Weapon,187.17
292221,36,1,2024-03-17,2024-03-17,1,Weapon,36.0
292222,50,1,2024-04-21,2024-04-21,1,Weapon,50.0
292223,51,2,2024-03-24,2024-03-25,2,Weapon,25.5
292226,71,2,2024-03-27,2024-03-28,2,Weapon,35.5
292230,89561,60,2024-03-11,2024-05-01,39,Weapon,1492.68
292231,127,4,2024-04-08,2024-04-19,4,Weapon,31.75
292232,29,2,2024-04-09,2024-04-10,2,Weapon,14.5
292233,100,1,2024-03-27,2024-03-27,1,Weapon,100.0
292234,39,1,2024-04-02,2024-04-02,1,Weapon,39.0
292236,44,3,2024-03-07,2024-03-19,3,Weapon,14.67
292237,16,2,2024-03-05,2024-03-15,2,Boost,8.0
292239,9,1,2024-03-31,2024-03-31,1,Weapon,9.0
292241,300,2,2024-04-09,2024-04-15,2,Boost,150.0
292242,15,1,2024-04-21,2024-04-21,1,Weapon,15.0
292243,65,2,2024-04-10,2024-04-12,2,Weapon,32.5
292244,12,1,2024-04-04,2024-04-04,1,Weapon,12.0
292245,129,4,2024-03-01,2024-03-07,4,Weapon,32.25
292249,309,12,2024-04-13,2024-04-29,12,Weapon,25.75
292250,322,19,2024-03-24,2024-05-01,19,Weapon,16.95
292251,80,2,2024-04-15,2024-04-16,2,Weapon,40.0
292252,8,1,2024-03-18,2024-03-18,1,Weapon,8.0
292253,78,3,2024-03-27,2024-03-29,3,Weapon,26.0
292256,83,3,2024-04-10,2024-04-19,3,Weapon,27.67
292260,125,4,2024-03-20,2024-03-25,4,Weapon,31.25
292266,36,3,2024-03-22,2024-03-28,3,Weapon,12.0
292267,36,1,2024-03-06,2024-03-06,1,Weapon,36.0
292268,54,2,2024-04-07,2024-04-08,2,Weapon,27.0
292269,80,4,2024-03-27,2024-04-06,4,Weapon,20.0
292270,8,1,2024-03-30,2024-03-30,1,Weapon,8.0
292271,64,2,2024-03-24,2024-03-25,2,Weapon,32.0
292272,504,8,2024-03-02,2024-04-19,8,Weapon,63.0
292273,49,1,2024-03-02,2024-03-02,1,Boost,49.0
292274,77,3,2024-03-28,2024-04-03,3,Weapon,25.67
292275,47,2,2024-03-13,2024-03-14,2,Boost,23.5
292278,51,3,2024-04-03,2024-04-19,3,Weapon,17.0
292280,24,1,2024-03-01,2024-03-01,1,Weapon,24.0
292281,195,9,2024-04-10,2024-04-26,8,Weapon,21.67
292282,17,2,2024-04-14,2024-04-17,2,Weapon,8.5
292283,2,1,2024-03-02,2024-03-02,1,Boost,2.0
292287,37,2,2024-04-09,2024-04-10,2,Weapon,18.5
292288,12,1,2024-04-03,2024-04-03,1,Weapon,12.0
292289,45,2,2024-03-27,2024-04-27,2,Weapon,22.5
292290,12,1,2024-03-23,2024-03-23,1,Weapon,12.0
292291,200,4,2024-03-26,2024-04-16,4,Weapon,50.0
292292,36,2,2024-03-12,2024-03-19,2,Weapon,18.0
292293,326,3,2024-03-26,2024-03-27,2,Weapon,108.67
292297,234,6,2024-03-09,2024-04-12,6,Weapon,39.0
292298,149,2,2024-03-21,2024-03-31,2,Boost,74.5
292299,70,3,2024-03-12,2024-04-07,3,Weapon,23.33
292303,119,2,2024-03-10,2024-03-22,2,Boost,59.5
292304,51,2,2024-04-02,2024-04-04,2,Weapon,25.5
292306,98,4,2024-04-14,2024-04-21,4,Weapon,24.5
292307,3199,5,2024-04-21,2024-04-26,3,Boost,639.8
292309,60,4,2024-04-13,2024-04-17,4,Weapon,15.0
292311,48,4,2024-03-11,2024-03-15,4,Weapon,12.0
292312,68,4,2024-03-02,2024-03-11,4,Weapon,17.0
292315,110,6,2024-04-02,2024-04-20,6,Weapon,18.33
292316,47,3,2024-03-05,2024-03-07,3,Weapon,15.67
292317,118,5,2024-03-15,2024-04-21,5,Weapon,23.6
292319,85,5,2024-03-01,2024-03-23,5,Weapon,17.0
292320,96,4,2024-04-13,2024-04-20,4,Weapon,24.0
292322,10,1,2024-04-18,2024-04-18,1,Weapon,10.0
292326,23,2,2024-04-18,2024-04-21,2,Weapon,11.5
292328,30,1,2024-03-23,2024-03-23,1,Weapon,30.0
292331,58,2,2024-04-08,2024-04-10,2,Weapon,29.0
292333,27,2,2024-04-01,2024-04-02,2,Weapon,13.5
292334,135,5,2024-03-07,2024-04-20,5,Weapon,27.0
292339,45,2,2024-04-23,2024-04-24,2,Weapon,22.5
292342,73,3,2024-03-03,2024-03-07,3,Weapon,24.33
292343,68,5,2024-03-22,2024-04-07,5,Weapon,13.6
292344,50,2,2024-04-08,2024-04-10,2,Weapon,25.0
292345,45,3,2024-03-01,2024-03-15,3,Weapon,15.0
292346,128,2,2024-03-24,2024-03-27,2,Boost,64.0
292349,199,9,2024-03-09,2024-04-22,8,Weapon,22.11
292352,80,3,2024-03-16,2024-03-19,3,Weapon,26.67
292354,64,4,2024-03-24,2024-04-01,4,Weapon,16.0
292355,61,6,2024-04-07,2024-04-27,6,Weapon,10.17
292356,500,1,2024-03-03,2024-03-03,1,Weapon,500.0
292358,283,16,2024-03-11,2024-04-29,16,Weapon,17.69
292361,90,2,2024-03-13,2024-03-15,2,Weapon,45.0
292363,57,4,2024-03-02,2024-03-31,4,Weapon,14.25
292364,467,8,2024-03-02,2024-04-05,8,Weapon,58.38
292365,49,2,2024-03-17,2024-03-23,2,Weapon,24.5
292366,15,1,2024-04-07,2024-04-07,1,Weapon,15.0
292368,551,8,2024-03-09,2024-04-28,7,Boost,68.88
292369,158,2,2024-03-03,2024-03-24,2,Boost,79.0
292370,135,5,2024-04-17,2024-04-27,5,Weapon,27.0
292371,95,4,2024-03-14,2024-03-18,4,Weapon,23.75
292373,49,1,2024-04-05,2024-04-05,1,Boost,49.0
292374,863,10,2024-04-06,2024-04-26,9,Boost,86.3
292376,6,1,2024-03-21,2024-03-21,1,Weapon,6.0
292379,50,2,2024-03-05,2024-03-06,2,Weapon,25.0
292381,201,6,2024-03-17,2024-04-13,6,Weapon,33.5
292382,13,1,2024-03-29,2024-03-29,1,Weapon,13.0
292386,22,2,2024-04-04,2024-04-06,2,Weapon,11.0
292388,26,3,2024-03-21,2024-03-23,3,Weapon,8.67
292390,40,3,2024-04-10,2024-04-14,3,Weapon,13.33
292392,61,3,2024-03-31,2024-04-02,3,Weapon,20.33
292393,5,1,2024-04-12,2024-04-12,1,Weapon,5.0
292395,244,6,2024-04-03,2024-04-24,6,Weapon,40.67
292396,445,5,2024-04-02,2024-04-26,5,Boost,89.0
292399,62,5,2024-03-13,2024-03-26,5,Weapon,12.4
292402,85,4,2024-04-13,2024-04-16,4,Weapon,21.25
292403,24,3,2024-03-04,2024-04-03,3,Weapon,8.0
292404,35,2,2024-03-17,2024-03-18,2,Weapon,17.5
292405,13,1,2024-03-28,2024-03-28,1,Weapon,13.0
292406,180,6,2024-04-10,2024-04-29,6,Weapon,30.0
292408,28,3,2024-04-17,2024-04-19,3,Weapon,9.33
292409,15,1,2024-03-01,2024-03-01,1,Weapon,15.0
292412,5,1,2024-03-10,2024-03-10,1,Weapon,5.0
292414,4335,3,2024-03-24,2024-03-28,3,Gear,1445.0
292415,65,3,2024-03-12,2024-03-16,3,Weapon,21.67
292416,3,1,2024-03-14,2024-03-14,1,Weapon,3.0
292418,20,1,2024-03-02,2024-03-02,1,Weapon,20.0
